review_id,text,sentiment,rating,product_category,verified_purchase
703,Muy satisfecho con la compra. Resistente y duradero.,positive,4,Pet Supplies,False
704,Excedió todas mis expectativas. Mi familia quedó encantada.,positive,5,Home & Kitchen,False
705,Muy decepcionado con la compra. El material es de mala calidad.,negative,1,Office Products,True
706,No funciona para nada. La atención al cliente fue pésima.,negative,1,Jewelry,False
707,Es aceptable por el precio. Cumple sin brillar.,neutral,3,Travel,False
708,Promedio. No destaca en nada.,neutral,3,Books,False
709,"Sin quejas, todo perfecto. Mi familia quedó encantada.",positive,5,Pet Supplies,True
710,"Excelente producto, superó mis expectativas. Mi familia quedó encantada.",positive,4,Sports & Outdoors,False
711,Se rompió a los pocos días. La atención al cliente fue pésima.,negative,2,Electronics,True
712,Muy satisfecho con la compra. El diseño es moderno y elegante.,positive,5,Jewelry,True
713,Lo recomiendo ampliamente. Resistente y duradero.,positive,5,Books,False
714,"Excelente producto, superó mis expectativas. Lo volvería a comprar sin dudarlo.",positive,5,Home & Kitchen,False
715,Excedió todas mis expectativas. La calidad es increíble y llegó antes de lo esperado.,positive,4,Grocery,True
716,No funciona para nada. No lo recomendaría a nadie.,negative,2,Pet Supplies,True
717,Se rompió a los pocos días. No coincide con la descripción.,negative,1,Home & Kitchen,False
718,No vale la pena. El material es de mala calidad.,negative,2,Office Products,True
719,Perfecto para lo que necesitaba. Resistente y duradero.,positive,5,Fashion,True
720,De los mejores productos que he comprado. El mejor de su categoría.,positive,5,Sports & Outdoors,True
721,El mejor que he probado. Mi familia quedó encantada.,positive,5,Travel,True
722,Nada especial pero funciona. Nada excepcional.,neutral,3,Grocery,False
723,No vale la pena. Tuve que devolverlo.,negative,2,Jewelry,False
724,Decepción total. El material es de mala calidad.,negative,2,Electronics,True
725,"Excelente producto, superó mis expectativas. La calidad es increíble y llegó antes de lo esperado.",positive,4,Books,False
726,No lo recomiendo. El envío tardó demasiado.,negative,1,Fashion,True
727,Pésima calidad. Es una pérdida de dinero.,negative,2,Electronics,False
728,Horrible experiencia de compra. Es una pérdida de dinero.,negative,1,Books,False
729,"Sin quejas, todo perfecto. La calidad es increíble y llegó antes de lo esperado.",positive,5,Office Products,False
730,Producto tal como se describe. La calidad es increíble y llegó antes de lo esperado.,positive,5,Electronics,False
731,De los mejores productos que he comprado. Muy práctico y fácil de usar.,positive,5,Travel,False
732,Mala calidad de materiales. Se rompió después de una semana.,negative,1,Toys & Games,False
733,Producto de gran calidad. El envío fue rápido y el empaque perfecto.,positive,4,Grocery,True
734,Perfecto para lo que necesitaba. El mejor de su categoría.,positive,5,Toys & Games,True
735,"Excelente producto, superó mis expectativas. Mi familia quedó encantada.",positive,5,Pet Supplies,True
736,Muy buena compra. La calidad es increíble y llegó antes de lo esperado.,positive,5,Travel,False
737,Muy satisfecho con la compra. Mi familia quedó encantada.,positive,5,Grocery,True
738,Cumple lo básico. Nada excepcional.,neutral,3,Fashion,False
739,Muy decepcionado con la compra. No funciona como se prometía.,negative,2,Books,True
740,Una estafa total. El envío tardó demasiado.,negative,2,Books,False
741,Producto regular. No destaca en nada.,neutral,3,Travel,False
742,"Excelente producto, superó mis expectativas. Mi familia quedó encantada.",positive,4,Office Products,True
743,"Excelente producto, superó mis expectativas. El mejor de su categoría.",positive,5,Sports & Outdoors,False
744,Increíble calidad por este precio. Muy práctico y fácil de usar.,positive,5,Sports & Outdoors,True
745,Nada especial pero funciona. Nada excepcional.,neutral,3,Grocery,True
746,Producto diferente al publicado. Se rompió después de una semana.,negative,1,Travel,False
747,No vale la pena. El material es de mala calidad.,negative,1,Travel,True
748,Producto defectuoso. Tuve que devolverlo.,negative,1,Sports & Outdoors,True
749,Producto de gran calidad. El diseño es moderno y elegante.,positive,4,Grocery,True
750,Decepción total. El envío tardó demasiado.,negative,1,Office Products,False
751,Me encanta este producto. Mi familia quedó encantada.,positive,5,Electronics,False
752,Producto diferente al publicado. No lo recomendaría a nadie.,negative,1,Home & Kitchen,True
753,Una estafa total. Es una pérdida de dinero.,negative,1,Home & Kitchen,False
754,Horrible experiencia de compra. La atención al cliente fue pésima.,negative,2,Toys & Games,False
755,Excedió todas mis expectativas. El envío fue rápido y el empaque perfecto.,positive,4,Grocery,True
756,Cumple con todo lo prometido. El mejor de su categoría.,positive,5,Toys & Games,True
757,"Excelente producto, superó mis expectativas. El mejor de su categoría.",positive,5,Grocery,True
758,Muy buena compra. Lo volvería a comprar sin dudarlo.,positive,4,Office Products,True
759,Lo recomiendo ampliamente. Lo compré para un regalo y fue un éxito.,positive,5,Travel,True
760,Muy buena compra. El diseño es moderno y elegante.,positive,4,Books,True
761,De los mejores productos que he comprado. El mejor de su categoría.,positive,4,Pet Supplies,True
762,Perfecto para lo que necesitaba. Lo uso a diario y funciona perfecto.,positive,4,Books,False
763,Promedio. Hay mejores opciones en el mercado.,neutral,3,Travel,True
764,Increíble calidad por este precio. Muy práctico y fácil de usar.,positive,4,Sports & Outdoors,False
765,"Sin quejas, todo perfecto. Lo volvería a comprar sin dudarlo.",positive,5,Fashion,False
766,No funciona como se anuncia. El producto llegó roto.,negative,2,Sports & Outdoors,True
767,No lo recomiendo. No funciona como se prometía.,negative,2,Fashion,False
768,Para el precio está bien. Es lo que esperaba por ese precio.,neutral,3,Sports & Outdoors,False
769,Producto de gran calidad. Lo volvería a comprar sin dudarlo.,positive,4,Home & Kitchen,False
770,Nada especial pero funciona. Nada excepcional.,neutral,3,Books,False
771,Se rompió a los pocos días. La atención al cliente fue pésima.,negative,1,Electronics,True
772,Mala calidad de materiales. No lo recomendaría a nadie.,negative,2,Books,True
773,Producto diferente al publicado. No coincide con la descripción.,negative,2,Sports & Outdoors,False
774,Producto de gran calidad. Resistente y duradero.,positive,5,Grocery,True
775,El mejor que he probado. Muy práctico y fácil de usar.,positive,4,Jewelry,True
776,El peor producto que he comprado. No coincide con la descripción.,negative,1,Fashion,True
777,Una estafa total. El producto llegó roto.,negative,2,Books,False
778,Gran relación calidad-precio. Muy práctico y fácil de usar.,positive,5,Electronics,True
779,Llegó dañado y no me reembolsaron. Tuve que devolverlo.,negative,2,Pet Supplies,True
780,Muy satisfecho con la compra. El mejor de su categoría.,positive,5,Travel,False
781,Horrible experiencia de compra. Es una pérdida de dinero.,negative,2,Jewelry,True
782,Gran relación calidad-precio. Lo volvería a comprar sin dudarlo.,positive,5,Travel,True
783,Decepción total. Se rompió después de una semana.,negative,2,Grocery,False
784,Excedió todas mis expectativas. Resistente y duradero.,positive,5,Jewelry,True
785,El peor producto que he comprado. No coincide con la descripción.,negative,1,Books,True
786,Pésima calidad. No coincide con la descripción.,negative,2,Fashion,True
787,El mejor que he probado. Muy práctico y fácil de usar.,positive,4,Office Products,False
788,Producto diferente al publicado. Tuve que devolverlo.,negative,2,Pet Supplies,True
789,Producto defectuoso. Se rompió después de una semana.,negative,2,Electronics,True
790,No funciona como se anuncia. Es una pérdida de dinero.,negative,1,Electronics,True
791,Increíble calidad por este precio. El envío fue rápido y el empaque perfecto.,positive,5,Grocery,False
792,Decepción total. El envío tardó demasiado.,negative,1,Home & Kitchen,True
793,De los mejores productos que he comprado. Resistente y duradero.,positive,5,Fashion,True
794,Mala calidad de materiales. No lo recomendaría a nadie.,negative,1,Fashion,False
795,Increíble calidad por este precio. Resistente y duradero.,positive,5,Jewelry,True
796,Producto de gran calidad. Lo uso a diario y funciona perfecto.,positive,5,Electronics,True
797,No funciona para nada. No coincide con la descripción.,negative,2,Jewelry,True
798,Increíble calidad por este precio. El mejor de su categoría.,positive,4,Grocery,True
799,Increíble calidad por este precio. Lo volvería a comprar sin dudarlo.,positive,4,Grocery,True
800,Funciona pero nada extraordinario. Nada excepcional.,neutral,3,Office Products,False
801,Funciona pero nada extraordinario. Hay mejores opciones en el mercado.,neutral,3,Pet Supplies,False
802,Me encanta este producto. El envío fue rápido y el empaque perfecto.,positive,4,Toys & Games,False
803,No lo recomiendo. No lo recomendaría a nadie.,negative,1,Grocery,False
804,"Sin quejas, todo perfecto. La calidad es increíble y llegó antes de lo esperado.",positive,4,Jewelry,True
805,Producto diferente al publicado. Se rompió después de una semana.,negative,2,Sports & Outdoors,False
806,Me encanta este producto. Lo volvería a comprar sin dudarlo.,positive,4,Toys & Games,False
807,Funciona pero nada extraordinario. Nada excepcional.,neutral,3,Sports & Outdoors,False
808,Funciona pero nada extraordinario. Hay mejores opciones en el mercado.,neutral,3,Office Products,False
809,Perfecto para lo que necesitaba. El diseño es moderno y elegante.,positive,5,Jewelry,False
810,Se rompió a los pocos días. No coincide con la descripción.,negative,2,Travel,True
811,Mala calidad de materiales. No coincide con la descripción.,negative,2,Home & Kitchen,True
812,Mala calidad de materiales. Es una pérdida de dinero.,negative,2,Jewelry,True
813,Cumple con todo lo prometido. Lo uso a diario y funciona perfecto.,positive,4,Fashion,False
814,Funciona pero nada extraordinario. No destaca en nada.,neutral,3,Home & Kitchen,False
815,Muy buena compra. La calidad es increíble y llegó antes de lo esperado.,positive,4,Office Products,False
816,Se rompió a los pocos días. No lo recomendaría a nadie.,negative,2,Electronics,True
817,Producto defectuoso. Se rompió después de una semana.,negative,2,Travel,False
818,Muy buena compra. El envío fue rápido y el empaque perfecto.,positive,4,Travel,True
819,Producto de gran calidad. Lo uso a diario y funciona perfecto.,positive,4,Toys & Games,False
820,Me encanta este producto. Lo volvería a comprar sin dudarlo.,positive,5,Books,True
821,Decepción total. La atención al cliente fue pésima.,negative,1,Grocery,False
822,Una estafa total. El envío tardó demasiado.,negative,2,Books,True
823,Muy buena compra. La calidad es increíble y llegó antes de lo esperado.,positive,5,Toys & Games,True
824,Producto tal como se describe. Lo uso a diario y funciona perfecto.,positive,4,Grocery,False
825,Cumple con todo lo prometido. El mejor de su categoría.,positive,4,Toys & Games,False
826,Horrible experiencia de compra. Tuve que devolverlo.,negative,2,Books,False
827,Para el precio está bien. Cumple sin brillar.,neutral,3,Pet Supplies,True
828,Muy satisfecho con la compra. Lo compré para un regalo y fue un éxito.,positive,5,Travel,True
829,Mala calidad de materiales. No funciona como se prometía.,negative,1,Office Products,False
830,Se rompió a los pocos días. El envío tardó demasiado.,negative,1,Books,False
831,Muy satisfecho con la compra. El mejor de su categoría.,positive,5,Fashion,False
832,Increíble calidad por este precio. Lo volvería a comprar sin dudarlo.,positive,4,Toys & Games,True
833,Es aceptable por el precio. Es lo que esperaba por ese precio.,neutral,3,Books,True
834,Pésima calidad. Se rompió después de una semana.,negative,2,Books,True
835,No funciona como se anuncia. La atención al cliente fue pésima.,negative,2,Home & Kitchen,True
836,Horrible experiencia de compra. El producto llegó roto.,negative,2,Grocery,True
837,Horrible experiencia de compra. No funciona como se prometía.,negative,2,Pet Supplies,False
838,Me encanta este producto. Muy práctico y fácil de usar.,positive,5,Jewelry,True
839,Excedió todas mis expectativas. El mejor de su categoría.,positive,5,Electronics,False
840,Excedió todas mis expectativas. Lo uso a diario y funciona perfecto.,positive,4,Grocery,False
841,"Excelente producto, superó mis expectativas. Muy práctico y fácil de usar.",positive,4,Office Products,True
842,Producto de gran calidad. El mejor de su categoría.,positive,5,Toys & Games,True
843,Gran relación calidad-precio. El envío fue rápido y el empaque perfecto.,positive,5,Pet Supplies,False
844,Gran relación calidad-precio. Lo compré para un regalo y fue un éxito.,positive,5,Toys & Games,False
845,Muy buena compra. Muy práctico y fácil de usar.,positive,4,Home & Kitchen,False
846,No funciona para nada. El material es de mala calidad.,negative,2,Books,True
847,El peor producto que he comprado. El producto llegó roto.,negative,1,Fashion,False
848,Cumple con todo lo prometido. Resistente y duradero.,positive,5,Toys & Games,False
849,Llegó dañado y no me reembolsaron. La atención al cliente fue pésima.,negative,1,Fashion,True
850,Excedió todas mis expectativas. Lo uso a diario y funciona perfecto.,positive,5,Pet Supplies,False
851,Producto tal como se describe. El mejor de su categoría.,positive,5,Toys & Games,False
852,Gran relación calidad-precio. Lo volvería a comprar sin dudarlo.,positive,4,Books,True
853,No es malo ni bueno. Para uso ocasional está bien.,neutral,3,Sports & Outdoors,False
854,Decepción total. La atención al cliente fue pésima.,negative,2,Office Products,False
855,De los mejores productos que he comprado. El envío fue rápido y el empaque perfecto.,positive,4,Travel,False
856,De los mejores productos que he comprado. Lo uso a diario y funciona perfecto.,positive,5,Home & Kitchen,True
857,Gran relación calidad-precio. El diseño es moderno y elegante.,positive,5,Toys & Games,False
858,Cumple con todo lo prometido. Mi familia quedó encantada.,positive,5,Jewelry,False
859,De los mejores productos que he comprado. La calidad es increíble y llegó antes de lo esperado.,positive,4,Fashion,True
860,Pésima calidad. No coincide con la descripción.,negative,1,Office Products,True
861,Producto tal como se describe. La calidad es increíble y llegó antes de lo esperado.,positive,5,Electronics,False
862,Muy decepcionado con la compra. El envío tardó demasiado.,negative,1,Jewelry,True
863,Perfecto para lo que necesitaba. Muy práctico y fácil de usar.,positive,5,Books,False
864,Producto de gran calidad. El mejor de su categoría.,positive,4,Fashion,True
865,De los mejores productos que he comprado. Mi familia quedó encantada.,positive,5,Pet Supplies,False
866,No es malo ni bueno. Nada excepcional.,neutral,3,Pet Supplies,True
867,Nada especial pero funciona. Nada excepcional.,neutral,3,Jewelry,False
868,No vale la pena. Es una pérdida de dinero.,negative,2,Toys & Games,False
869,Cumple con todo lo prometido. Lo uso a diario y funciona perfecto.,positive,4,Pet Supplies,False
870,Producto de gran calidad. El diseño es moderno y elegante.,positive,5,Electronics,True
871,Una estafa total. El envío tardó demasiado.,negative,1,Pet Supplies,True
872,Mala calidad de materiales. Tuve que devolverlo.,negative,2,Toys & Games,True
873,Horrible experiencia de compra. Se rompió después de una semana.,negative,2,Electronics,False
874,Me encanta este producto. Muy práctico y fácil de usar.,positive,5,Fashion,False
875,No lo recomiendo. La atención al cliente fue pésima.,negative,1,Office Products,True
876,No lo recomiendo. Es una pérdida de dinero.,negative,2,Toys & Games,False
877,Producto de gran calidad. El envío fue rápido y el empaque perfecto.,positive,4,Toys & Games,True
878,No lo recomiendo. No lo recomendaría a nadie.,negative,2,Pet Supplies,True
879,"Excelente producto, superó mis expectativas. El mejor de su categoría.",positive,4,Electronics,True
880,No es malo ni bueno. Para uso ocasional está bien.,neutral,3,Fashion,False
881,Muy decepcionado con la compra. No coincide con la descripción.,negative,1,Electronics,False
882,Perfecto para lo que necesitaba. Resistente y duradero.,positive,5,Sports & Outdoors,False
883,Una estafa total. La atención al cliente fue pésima.,negative,1,Fashion,True
884,Muy satisfecho con la compra. El mejor de su categoría.,positive,5,Pet Supplies,True
885,De los mejores productos que he comprado. Lo compré para un regalo y fue un éxito.,positive,5,Electronics,True
886,Es aceptable por el precio. Es lo que esperaba por ese precio.,neutral,3,Pet Supplies,True
887,Pésima calidad. Tuve que devolverlo.,negative,1,Home & Kitchen,True
888,Increíble calidad por este precio. Mi familia quedó encantada.,positive,5,Fashion,True
889,No lo recomiendo. Tuve que devolverlo.,negative,1,Travel,False
890,De los mejores productos que he comprado. Muy práctico y fácil de usar.,positive,4,Home & Kitchen,True
891,Producto defectuoso. No coincide con la descripción.,negative,2,Toys & Games,True
892,"Excelente producto, superó mis expectativas. La calidad es increíble y llegó antes de lo esperado.",positive,4,Jewelry,False
893,Una estafa total. La atención al cliente fue pésima.,negative,1,Books,True
894,Increíble calidad por este precio. La calidad es increíble y llegó antes de lo esperado.,positive,5,Electronics,False
895,No funciona como se anuncia. Tuve que devolverlo.,negative,1,Books,False
896,Promedio. Es lo que esperaba por ese precio.,neutral,3,Books,True
897,Se rompió a los pocos días. No coincide con la descripción.,negative,2,Toys & Games,True
898,Producto tal como se describe. El diseño es moderno y elegante.,positive,5,Grocery,False
899,Producto tal como se describe. Mi familia quedó encantada.,positive,4,Sports & Outdoors,False
900,Muy satisfecho con la compra. El mejor de su categoría.,positive,4,Fashion,False
901,Producto tal como se describe. Mi familia quedó encantada.,positive,5,Pet Supplies,True
902,Se rompió a los pocos días. No coincide con la descripción.,negative,2,Electronics,False
903,Una estafa total. La atención al cliente fue pésima.,negative,1,Travel,False
904,Cumple con todo lo prometido. El mejor de su categoría.,positive,5,Fashion,False
905,Muy satisfecho con la compra. Lo uso a diario y funciona perfecto.,positive,5,Grocery,True
906,Producto de gran calidad. La calidad es increíble y llegó antes de lo esperado.,positive,4,Books,True
907,"Excelente producto, superó mis expectativas. Lo volvería a comprar sin dudarlo.",positive,4,Travel,False
908,Producto defectuoso. No funciona como se prometía.,negative,2,Books,True
909,El mejor que he probado. Resistente y duradero.,positive,4,Home & Kitchen,False
910,Una estafa total. Es una pérdida de dinero.,negative,1,Office Products,False
911,No funciona para nada. No lo recomendaría a nadie.,negative,1,Toys & Games,True
912,Muy decepcionado con la compra. Se rompió después de una semana.,negative,2,Grocery,True
913,Producto tal como se describe. Lo compré para un regalo y fue un éxito.,positive,4,Books,True
914,Horrible experiencia de compra. No coincide con la descripción.,negative,1,Grocery,False
915,Producto diferente al publicado. Tuve que devolverlo.,negative,2,Travel,False
916,Nada especial pero funciona. Hay mejores opciones en el mercado.,neutral,3,Grocery,False
917,No vale la pena. No lo recomendaría a nadie.,negative,1,Pet Supplies,False
918,Promedio. Para uso ocasional está bien.,neutral,3,Office Products,False
919,Horrible experiencia de compra. Se rompió después de una semana.,negative,2,Jewelry,True
920,Gran relación calidad-precio. Resistente y duradero.,positive,5,Pet Supplies,False
921,Perfecto para lo que necesitaba. Lo volvería a comprar sin dudarlo.,positive,4,Electronics,True
922,No es malo ni bueno. No destaca en nada.,neutral,3,Toys & Games,True
923,"Excelente producto, superó mis expectativas. El diseño es moderno y elegante.",positive,5,Grocery,True
924,Gran relación calidad-precio. El envío fue rápido y el empaque perfecto.,positive,5,Fashion,False
925,Lo recomiendo ampliamente. El diseño es moderno y elegante.,positive,4,Toys & Games,True
926,Se rompió a los pocos días. La atención al cliente fue pésima.,negative,1,Sports & Outdoors,False
927,Muy buena compra. El diseño es moderno y elegante.,positive,4,Electronics,False
928,Increíble calidad por este precio. Mi familia quedó encantada.,positive,4,Sports & Outdoors,False
929,De los mejores productos que he comprado. Muy práctico y fácil de usar.,positive,4,Travel,True
930,Producto defectuoso. El envío tardó demasiado.,negative,2,Grocery,True
931,Gran relación calidad-precio. El mejor de su categoría.,positive,4,Books,True
932,Excedió todas mis expectativas. Lo volvería a comprar sin dudarlo.,positive,5,Jewelry,True
933,Cumple con todo lo prometido. Lo compré para un regalo y fue un éxito.,positive,5,Fashion,True
934,Muy buena compra. La calidad es increíble y llegó antes de lo esperado.,positive,5,Grocery,False
935,Producto tal como se describe. Lo compré para un regalo y fue un éxito.,positive,5,Fashion,True
936,Excedió todas mis expectativas. Lo compré para un regalo y fue un éxito.,positive,4,Travel,True
937,Pésima calidad. La atención al cliente fue pésima.,negative,1,Toys & Games,False
938,Muy satisfecho con la compra. Lo compré para un regalo y fue un éxito.,positive,4,Office Products,False
939,Gran relación calidad-precio. Lo volvería a comprar sin dudarlo.,positive,5,Travel,True
940,Una estafa total. No lo recomendaría a nadie.,negative,1,Pet Supplies,True
941,Lo recomiendo ampliamente. Mi familia quedó encantada.,positive,4,Fashion,True
942,Lo recomiendo ampliamente. Lo volvería a comprar sin dudarlo.,positive,4,Fashion,False
943,Perfecto para lo que necesitaba. Resistente y duradero.,positive,4,Pet Supplies,True
944,Lo recomiendo ampliamente. El mejor de su categoría.,positive,4,Grocery,False
945,Se rompió a los pocos días. El producto llegó roto.,negative,1,Office Products,True
946,Perfecto para lo que necesitaba. Muy práctico y fácil de usar.,positive,4,Jewelry,False
947,Muy satisfecho con la compra. Lo compré para un regalo y fue un éxito.,positive,4,Travel,False
948,No funciona para nada. La atención al cliente fue pésima.,negative,2,Electronics,False
949,Funciona pero nada extraordinario. Hay mejores opciones en el mercado.,neutral,3,Office Products,True
950,Para el precio está bien. Nada excepcional.,neutral,3,Grocery,True
951,Producto tal como se describe. La calidad es increíble y llegó antes de lo esperado.,positive,5,Electronics,True
952,No es malo ni bueno. Para uso ocasional está bien.,neutral,3,Pet Supplies,False
953,Una estafa total. No funciona como se prometía.,negative,1,Sports & Outdoors,False
954,Cumple con todo lo prometido. La calidad es increíble y llegó antes de lo esperado.,positive,5,Travel,False
955,Producto regular. Nada excepcional.,neutral,3,Toys & Games,True
956,El mejor que he probado. El envío fue rápido y el empaque perfecto.,positive,5,Home & Kitchen,False
957,Llegó dañado y no me reembolsaron. Se rompió después de una semana.,negative,1,Jewelry,True
958,Increíble calidad por este precio. Lo volvería a comprar sin dudarlo.,positive,5,Sports & Outdoors,False
959,Producto diferente al publicado. No coincide con la descripción.,negative,1,Jewelry,True
960,No es malo ni bueno. Cumple sin brillar.,neutral,3,Grocery,True
961,El mejor que he probado. Lo volvería a comprar sin dudarlo.,positive,4,Fashion,False
962,Producto de gran calidad. Mi familia quedó encantada.,positive,4,Fashion,True
963,Llegó dañado y no me reembolsaron. El envío tardó demasiado.,negative,2,Pet Supplies,False
964,Muy satisfecho con la compra. El envío fue rápido y el empaque perfecto.,positive,4,Fashion,True
965,Horrible experiencia de compra. No lo recomendaría a nadie.,negative,2,Jewelry,True
966,Producto diferente al publicado. El producto llegó roto.,negative,1,Sports & Outdoors,True
967,No funciona como se anuncia. Es una pérdida de dinero.,negative,2,Jewelry,False
968,No funciona como se anuncia. El material es de mala calidad.,negative,2,Pet Supplies,False
969,Lo recomiendo ampliamente. La calidad es increíble y llegó antes de lo esperado.,positive,4,Office Products,True
970,Funciona pero nada extraordinario. Hay mejores opciones en el mercado.,neutral,3,Travel,True
971,No funciona como se anuncia. Tuve que devolverlo.,negative,1,Jewelry,False
972,Decepción total. Se rompió después de una semana.,negative,2,Office Products,False
973,Se rompió a los pocos días. No funciona como se prometía.,negative,2,Office Products,True
974,El peor producto que he comprado. El producto llegó roto.,negative,2,Books,False
975,Producto regular. Nada excepcional.,neutral,3,Office Products,True
976,Me encanta este producto. El diseño es moderno y elegante.,positive,5,Toys & Games,False
977,Muy buena compra. La calidad es increíble y llegó antes de lo esperado.,positive,5,Grocery,True
978,Muy satisfecho con la compra. El mejor de su categoría.,positive,5,Home & Kitchen,True
979,Llegó dañado y no me reembolsaron. El material es de mala calidad.,negative,1,Sports & Outdoors,False
980,Muy buena compra. Muy práctico y fácil de usar.,positive,5,Pet Supplies,True
981,"Sin quejas, todo perfecto. Lo uso a diario y funciona perfecto.",positive,4,Home & Kitchen,True
982,Muy decepcionado con la compra. Es una pérdida de dinero.,negative,2,Office Products,True
983,"Excelente producto, superó mis expectativas. El envío fue rápido y el empaque perfecto.",positive,5,Sports & Outdoors,True
984,Producto de gran calidad. La calidad es increíble y llegó antes de lo esperado.,positive,4,Office Products,False
985,Perfecto para lo que necesitaba. El envío fue rápido y el empaque perfecto.,positive,5,Home & Kitchen,True
986,Producto regular. Nada excepcional.,neutral,3,Toys & Games,True
987,Producto tal como se describe. La calidad es increíble y llegó antes de lo esperado.,positive,5,Jewelry,False
988,Excedió todas mis expectativas. Lo compré para un regalo y fue un éxito.,positive,5,Pet Supplies,True
989,Pésima calidad. Es una pérdida de dinero.,negative,1,Toys & Games,True
990,"Excelente producto, superó mis expectativas. Mi familia quedó encantada.",positive,4,Electronics,True
991,No es malo ni bueno. Para uso ocasional está bien.,neutral,3,Home & Kitchen,True
992,Producto de gran calidad. El diseño es moderno y elegante.,positive,4,Jewelry,True
993,Promedio. No destaca en nada.,neutral,3,Home & Kitchen,False
994,De los mejores productos que he comprado. Lo uso a diario y funciona perfecto.,positive,5,Office Products,True
995,Muy satisfecho con la compra. El diseño es moderno y elegante.,positive,4,Sports & Outdoors,False
996,Horrible experiencia de compra. El producto llegó roto.,negative,1,Home & Kitchen,True
997,Me encanta este producto. Lo volvería a comprar sin dudarlo.,positive,5,Sports & Outdoors,False
998,Decepción total. No coincide con la descripción.,negative,2,Jewelry,False
999,El peor producto que he comprado. No coincide con la descripción.,negative,2,Jewelry,True
1000,Producto defectuoso. La atención al cliente fue pésima.,negative,1,Electronics,False
1001,Se rompió a los pocos días. Se rompió después de una semana.,negative,1,Jewelry,False
1002,Gran relación calidad-precio. El mejor de su categoría.,positive,5,Travel,True
1003,"Sin quejas, todo perfecto. El diseño es moderno y elegante.",positive,4,Toys & Games,True
1004,Cumple con todo lo prometido. La calidad es increíble y llegó antes de lo esperado.,positive,5,Home & Kitchen,False
1005,De los mejores productos que he comprado. El envío fue rápido y el empaque perfecto.,positive,4,Books,False
1006,Decepción total. Tuve que devolverlo.,negative,2,Electronics,True
1007,Increíble calidad por este precio. El mejor de su categoría.,positive,5,Sports & Outdoors,False
1008,Decepción total. El producto llegó roto.,negative,2,Grocery,False
1009,No vale la pena. Es una pérdida de dinero.,negative,2,Electronics,True
1010,Mala calidad de materiales. No funciona como se prometía.,negative,2,Home & Kitchen,True
1011,Gran relación calidad-precio. Lo compré para un regalo y fue un éxito.,positive,4,Travel,True
1012,No funciona como se anuncia. No lo recomendaría a nadie.,negative,2,Home & Kitchen,False
1013,Se rompió a los pocos días. El producto llegó roto.,negative,2,Toys & Games,False
1014,Gran relación calidad-precio. Resistente y duradero.,positive,4,Toys & Games,True
1015,Muy decepcionado con la compra. No funciona como se prometía.,negative,1,Electronics,True
1016,Para el precio está bien. Nada excepcional.,neutral,3,Electronics,False
1017,Nada especial pero funciona. Hay mejores opciones en el mercado.,neutral,3,Sports & Outdoors,False
1018,Mala calidad de materiales. No funciona como se prometía.,negative,2,Fashion,True
1019,Pésima calidad. El producto llegó roto.,negative,1,Pet Supplies,False
1020,Producto defectuoso. El envío tardó demasiado.,negative,1,Electronics,True
1021,Muy satisfecho con la compra. El mejor de su categoría.,positive,4,Travel,False
1022,El mejor que he probado. Muy práctico y fácil de usar.,positive,5,Sports & Outdoors,True
1023,Producto tal como se describe. Mi familia quedó encantada.,positive,5,Pet Supplies,True
1024,Perfecto para lo que necesitaba. Lo uso a diario y funciona perfecto.,positive,4,Electronics,True
1025,Producto tal como se describe. Mi familia quedó encantada.,positive,5,Toys & Games,True
1026,No es malo ni bueno. Nada excepcional.,neutral,3,Books,True
1027,Producto tal como se describe. Resistente y duradero.,positive,5,Electronics,True
1028,Muy satisfecho con la compra. Lo compré para un regalo y fue un éxito.,positive,4,Electronics,True
1029,"Sin quejas, todo perfecto. Lo volvería a comprar sin dudarlo.",positive,4,Jewelry,False
1030,Una estafa total. Se rompió después de una semana.,negative,2,Travel,True
1031,Para el precio está bien. Nada excepcional.,neutral,3,Fashion,True
1032,Muy decepcionado con la compra. Tuve que devolverlo.,negative,2,Toys & Games,False
1033,Producto de gran calidad. Lo volvería a comprar sin dudarlo.,positive,4,Toys & Games,False
1034,Cumple con todo lo prometido. Mi familia quedó encantada.,positive,5,Pet Supplies,False
1035,Muy satisfecho con la compra. Mi familia quedó encantada.,positive,5,Pet Supplies,False
1036,Mala calidad de materiales. No funciona como se prometía.,negative,2,Jewelry,True
1037,No funciona para nada. La atención al cliente fue pésima.,negative,2,Sports & Outdoors,True
1038,Llegó dañado y no me reembolsaron. No lo recomendaría a nadie.,negative,2,Office Products,True
1039,El peor producto que he comprado. El material es de mala calidad.,negative,1,Home & Kitchen,False
1040,Cumple con todo lo prometido. Lo compré para un regalo y fue un éxito.,positive,5,Jewelry,False
1041,No funciona como se anuncia. La atención al cliente fue pésima.,negative,1,Jewelry,False
1042,Gran relación calidad-precio. El mejor de su categoría.,positive,5,Home & Kitchen,False
1043,Muy satisfecho con la compra. Lo volvería a comprar sin dudarlo.,positive,5,Home & Kitchen,False
1044,Muy satisfecho con la compra. Muy práctico y fácil de usar.,positive,4,Fashion,True
1045,El peor producto que he comprado. Es una pérdida de dinero.,negative,1,Toys & Games,False
1046,Pésima calidad. Se rompió después de una semana.,negative,2,Travel,False
1047,Increíble calidad por este precio. Lo compré para un regalo y fue un éxito.,positive,5,Sports & Outdoors,True
